Category,Item Name,Price,Description,Veg/Non-veg,Rating,Restaurant Index
None,Veg Fried Rice,90,Veg Fried Rice,Veg,3.9,23
None,Chicken Lolipop,140,Everyone's favorite home-spiced chicken lollipop dipped in a flavorfull batter and deep fried to perfection.,Non-veg,3.9,23
None,Chilli Chicken,200,A mouthwatering dish prepared with chicken fried to golden brown and stir fried with assorted vegetables and spicy sauces.,Non-veg,3.9,23
None,Fish Tikka Boneless,200,"This spicy fish tikka are marinated in a yoghurt based marination and then baked , roast or shallow fry till crisp golden. Fish Tikka are served as an appetizer or snacks with cilantro mint chutney, lemon wedges and onion slices.",Non-veg,3.9,23
None,Bakre ki Ghodi Paya,250,Bakre ki Ghodi Paya,Non-veg,3.9,23
None,Keema Kaleji,220,Keema Kaleji,Non-veg,3.9,23
None,Bakre Ka Paya Soup,300,1 Bowl,Non-veg,3.9,23
None,Paneer Butter Masala,140,"A vibrant, tangy, spiced paneer dish that can brighten up your day any time. made with the usual Indian pantry staples like onions, tomatoes, capsicum (green bell peppers) and Indian spices.",Veg,3.9,23
None,Paneer Tikka (8 Pcs),230,Paneer Tikka (8 Pcs),Veg,3.9,23
None,Paneer Shahi Korma,140,Paneer Shahi Korma,Veg,3.9,23
None,Paneer Kadai,140,"A popular North-Indian main course made up with onion, capsicum and lots of paneer. The vibrant use of Indian spices makes the dish feel aromatic and awesome to taste.",Veg,3.9,23
None,Paneer Do Pyaza,130,Paneer Do Pyaza,Veg,3.9,23
None,Paneer Chilli,270,Paneer Chilli,Veg,3.9,23
None,Mutton Shami Kebab,80,Mutton Shami Kebab,Non-veg,3.9,23
None,Mutton Galouti Kebab,95,Mutton kabab is an Indian mutton kabab recipe that is made with marinated boneless pieces of mutton that are skewered & cooked until just tender & juicy.,Non-veg,3.9,23
None,Mutton Boti Kebab,270,Mutton kabab is an Indian mutton kabab recipe that is made with marinated boneless pieces of mutton that are skewered & cooked until just tender & juicy.,Non-veg,3.9,23
None,Chicken Boti Kebab,150,Chicken boti kabab is an Indian chicken kabab recipe that is made with marinated boneless pieces of chicken that are skewered & cooked until just tender & juicy.,Non-veg,3.9,23
None,Chicken Korma,190,"A traditional chicken recipe, that uses lean chicken pieces slow-cooked in a delicious blend of signature aromatic spices and is a sure delight for your senses.",Non-veg,3.9,23
None,Chicken Handi,190,Chicken chunks slow cooked in earthern pot ultimately giving that earthy flavour served with rice.,Non-veg,3.9,23
None,Chicken Mughlai,200,An irresistible preparation with chicken cooked in a perfectly seasoned onion-tomato gravy. Serves one to two.,Non-veg,3.9,23
None,Chicken Masala,200,A flavor-packed combo of delectable chicken masala served with choice between rice or roti and salad. (Serves 1).,Non-veg,3.9,23
None,Chicken Do Pyaza,190,"Chicken cooked in a variety of spices, yogurt and kasoori methi and with lots of onions. The Onions are added at two stages during cooking, hence the name Do Pyaza.",Non-veg,3.9,23
None,Chicken Kadai,190,A flavor-packed preparation with assorted veggies and chicken cooked in a perfectly seasoned onion-tomato gravy.,Non-veg,3.9,23
None,Chicken Butter,200,A flavor-packed preparation with succulent chunks of chicken simmered in a rich and thick butter-based gravy.,Non-veg,3.9,23
None,Chicken Kali Mirch,200,Chicken kali mirch is also called as Indian black pepper chicken curry or murgh kali mirch. It is delicious peppery curry of marinated chicken cooked in black pepper yogurt gravy.,Non-veg,3.9,23
None,Chicken Curry,190,A flavor packed preparation with assorted veggies and chicken cooked in a perfectly seasoned onion & tomato gravy.,Non-veg,3.9,23
None,Chicken Tandoori,190,"The chicken is marinated in a spiced yogurt mixture, the pieces are threaded onto skewers and then placed in the tandoor to cook.",Non-veg,3.9,23
None,Chicken Afghani,220,Chicken Afghani,Non-veg,3.9,23
None,Chicken Tikka (8 Pcs),240,Chicken Tikka (8 Pcs),Non-veg,3.9,23
None,Chicken Malai Tikka (8 Pcs),270,Chicken Malai Tikka (8 Pcs),Non-veg,3.9,23
None,Chicken Manchurian,180,A classic Indo Chinese recipe of chicken Manchurian is a favourite amongst all Indians.,Non-veg,3.9,23
None,Boneless Chicken Chilli,270,"Juicy chicken pcs sizzled with burnt chilli flakes and combination of in house special sauce to give a tangy and spicy taste.
",Non-veg,3.9,23
None,Bone Chicken Chilli,210,Bone Chicken Chilli,Non-veg,3.9,23
None,Mutton Korma,200,Mutton Korma is a typical mutton curry which is made of mildly spiced or fiery gravy.,Non-veg,3.9,23
None,Mutton Rogan Josh,210,"Much loved recipe of mutton morsels cooked in freshly ground spice blend, immaculately cooked and simmered to perfection. Best savoured with rice or roti.",Non-veg,3.9,23
None,Mutton Handi,200,Mutton Handi,Non-veg,3.9,23
None,Mutton Do Pyaza,200,"Much loved recipe of mutton morsels cooked in freshly ground spice blend, immaculately cooked, and simmered to perfection. Best savoured with jrice or roti.",Non-veg,3.9,23
None,Mutton Masala,200,Mutton Masala,Non-veg,3.9,23
None,Mutton Curry,190,"Mutton curry is made with onions, garlic, chillies, spices and garam masala with deep-fried mutton that add a trademark texture and flavour to the gravy.",Non-veg,3.9,23
None,Fish Fry,100,It is a simple medium spicy starter fish recipe that is marinated in spices then deep-fried well like a fish pakora. The deep-fried fish is stir-fried in spice and yoghurt masala.,Non-veg,3.9,23
None,Fish Curry,170,Simple delicious Indian fish curry cooked in onion tomato base with freshly grounded masala.,Non-veg,3.9,23
None,Fish Fry Boneless,180,It is a simple medium spicy starter fish recipe that is marinated in spices then deep-fried well like a fish pakora. The deep-fried fish is stir-fried in spice and yoghurt masala.,Non-veg,3.9,23
None,Egg Curry,100,Boiled eggs are just simmered in spicy masala gravy. It has a nice tangy taste of tomatoes coupled with the flavors and taste of the spices that are used.,Non-veg,3.9,23
None,Jeera Rice,70,Aromatic rice cooked in a tempering of cumin and whole spices.,Veg,3.9,23
None,Paneer Pulao Rice,85,Paneer Pulao Rice,Veg,3.9,23
None,Plain Rice,60,Plain Rice,Veg,3.9,23
None,Biryani Rice Non- Veg,70,"Wholesome biryani prepared with succulent chicken (boneless), aromatic basmati biryani rice and whole spices; served with raita and curry.",Non-veg,3.9,23
None,Tawa Roti,15,Tawa Roti,Veg,3.9,23
None,Tawa Butter Roti,20,Tawa Butter Roti,Veg,3.9,23
None,Rumali Roti,18,Rumali Roti,Veg,3.9,23
None,Paratha,20,Paratha,Veg,3.9,23
None,Paratha Butter,28,Paratha Butter,Veg,3.9,23
None,Fried Rice,80,Fried Rice,Non-veg,3.9,23
Family Binge Combos,Mutton Biryani (Serve For 4),379,"Rice and mutton in an aromatic blend of spices, serves one comes with two pieces of mutton.",Non-veg,3.9,23
Family Binge Combos,Chicken Biryani (Serve For 4),339,A deliciously fragrant dish prepared with richly flavoured aromatic rice mixed with chicken cooked in a fried onion masala.,Non-veg,3.9,23
Family Binge Combos,Egg Biryani (Serve For 4),299,Egg Biryani (Serve For 4),Non-veg,3.9,23
Family Binge Combos,Veg Biryani (Serve For 4),339,Veg Biryani (Serve For 4),Veg,3.9,23
Family Binge Combos,Chicken Do Payaza (2 Pcs) + 4 Rumali Roti + Pepsi (500 Ml) Bottle + Chicken Biryani,339,Chicken Do Payaza (2 Pcs) + 4 Rumali Roti + Pepsi (500 Ml) Bottle + Chicken Biryani,Non-veg,3.9,23
Pocket Friendly Combos,Kebab Roll + Egg Roll,120,Kebab Roll + Egg Roll,Non-veg,3.9,23
Pocket Friendly Combos,Chicken Korma (2pc) + 4 Rumali Roti,200,Chicken Korma (2pc) + 4 Rumali Roti,Non-veg,3.9,23
Pocket Friendly Combos,Chicken Handi (2pc) + 4 Rumali Roti,200,Chicken Handi (2pc) + 4 Rumali Roti,Non-veg,3.9,23
Pocket Friendly Combos,Chicken Mughlai (2pc) + 4 Rumali Roti,200,Chicken Mughlai (2pc) + 4 Rumali Roti,Non-veg,3.9,23
Pocket Friendly Combos,Chicken Masala (2pc) + 4 Rumali Roti,200,Chicken Masala (2pc) + 4 Rumali Roti,Non-veg,3.9,23
Pocket Friendly Combos,Chicken Do Pyaza (2pc) + 4 Rumali Roti,200,Chicken Do Pyaza (2pc) + 4 Rumali Roti,Non-veg,3.9,23
Recommended,Paneer Tikka,234,Tasty jazzed up paneer tikka with green chutney mixed to the marinade.,Veg,3.8,25
Recommended,Chicken Lollipop (4 Pcs),195,Everyone's favorite home-spiced chicken lollipop dipped in a flavorful batter and deep fried to perfection(4pcs).,Non-veg,3.8,25
Recommended,Seekh Kebab Mutton,390,"Succulent kebabs made from tender meat, masalas and seasoning, put on a skewer and grilled golden.",Non-veg,3.8,25
Recommended,Afghani Paneer Tikka,325,Afghani Paneer Tikka,Veg,3.8,25
Recommended,Tandoori Chicken,273,Tandoor-cooked chicken chunks marinated in a yogurt and chiilli based masala; served with onions and chutney.,Non-veg,3.8,25
Recommended,Murgh Malai Tikka (6 Pcs),325,"Murgh Malai Tikkas are bite size pieces of chicken cooked in a creamy marinade with yoghurt, cheese, ginger, garlic and chilli.",Non-veg,3.8,25
Recommended,Chicken Barra (4 Pcs),325,Succulent chicken marinated in a seasoned masala and cooked on skewers to perfection in a tandoor.,Non-veg,3.8,25
Recommended,Chicken Afghani,377,The all time favorite delicious butter chicken with juicy chicken chunks in a creamy gravy.,Non-veg,3.8,25
Recommended,Kadai Paneer,325,"A popular North-Indian main course made up with onion, capsicum and lots of paneer. The vibrant use of Indian spices makes the dish feel aromatic and awesome to taste.",Veg,3.8,25
Recommended,Paneer Lababdar,325,"Delicious North-Indian style paneer gravy made with cashews, onions , tomatoes , grated paneer and paneer cubes. It tastes flavorfull, aromatic and exceptionally good.",Veg,3.8,25
Recommended,Egg Curry (3 Pc),195,"Made using boiled eggs, onion, tomato paste, yogurt, ghee and spices this is recipe is perfect for keto or any meal.",Non-veg,3.8,25
Recommended,Murgh Kali Mirch,585,Murgh Kali Mirch,Non-veg,3.8,25
Recommended,Butter Chicken (2 Pcs),183,"The chicken is marinated a couple of times for optimal flavor and tenderness before being cooked with ginger, garlic, tomato, chicken stock, and spices.",Non-veg,3.8,25
Recommended,Mutton Bhuna Gosht (4 Pcs),533,Mutton pieces are cooked with lots of onion and spices until everything is nicely looked together and comes as a lip-smacking gravy.,Non-veg,3.8,25
Recommended,Keema Kaleji (Mutton),455,"Spicy hot curry prepared with minced mutton liberally seasoned with aromatic spice mix. Best pairs well with paratha, rotis or steamed rice.",Non-veg,3.8,25
Recommended,Mutton Stew,259,"Mutton Stew recipe is a royal, delicious assemblage of fine flavors brewed with mutton and spices.",Non-veg,3.8,25
Recommended,Dal Tadka,234,Dal Tadka,Veg,3.8,25
Recommended,Chicken Biryani,169,A flavorful combination of rice and succulent pieces of chicken cooked in a fragrant and flavorful masala seasoned with Indian whole spices; served with raita.,Non-veg,3.8,25
Recommended,Mutton Biryani,390,Mutton biryani is a classic dish made by layering rice over slow cooked mutton gravy. Its a classic blend of flavours and delightful.,Non-veg,3.8,25
Recommended,Biryani Box ,319,Chicken Biryani + Chicken Biryani,Non-veg,3.8,25
Recommended,Veg Combo ,329,"Butter Paneer Masala + Butter Tandoori Roti 
",Veg,3.8,25
Recommended,Rice And Fry Combo ,319,"Chicken Barra Rice + Chicken Leg Piece Fry 
",Non-veg,3.8,25
Recommended,Starters Combo ,379,"Chicken Tikka Fry (6 Pcs) + Chicken Lollipop (4 Pcs) 
",Non-veg,3.8,25
None,Paneer Tikka Roll,125,"Paneer marinated in yogurt and aromatic spices cooked with vegetables drizzled with a tangy cilantro mint chutney, then stuffed inside a crisp parantha.",Veg,3.8,25
None,Chicken Tikka Roll,175,"Chunks of grilled chicken (tandoori chicken) cooked in a smooth buttery & creamy tomato based gravy, rolled in a soft bread to perfection.",Non-veg,3.8,25
None,Murgh Malai Tikka Roll,199,A popular creamy boneless chicken pieces simmered in an onion tomatp based gravy . (Full).,Non-veg,3.8,25
None,Chicken Kebab Roll,161,Chicken Kebab Roll,Non-veg,3.8,25
None,Mutton Kebab Roll,223,Mutton Kebab Roll,Non-veg,3.8,25
None,Paneer Tikka,234,Tasty jazzed up paneer tikka with green chutney mixed to the marinade.,Veg,3.8,25
None,Mushroom Afghani Tikka,325,Fire-roasted mushrooms skewers flavoured and spices - perfect to satiate your cravings.,Veg,3.8,25
None,Stuffed Achari Paneer Tikka,255,Stuffed Achari Paneer Tikka,Veg,3.8,25
None,Achari Paneer Tikka,247,Soft paneer cubes marinated in a seasoned achari masala and cooked in a tandoor - perfect to satiate your cravings.,Veg,3.8,25
None,Chicken Tikka Fry (6 Pcs),273,Fire-roasted boneless chicken skewers flavored with yogurt and spices - perfect to satiate your cravings.,Non-veg,3.8,25
None,Chicken Leg Piece Fry,143,"Chicken leg pieces marinated with yogurt, chef special spices and herbs cooked in tandoor. Serves one.",Non-veg,3.8,25
None,Chicken Lollipop (4 Pcs),195,Everyone's favorite home-spiced chicken lollipop dipped in a flavorful batter and deep fried to perfection(4pcs).,Non-veg,3.8,25
None,Seekh Kebab Chicken,260,Seekh Kebab Chicken,Non-veg,3.8,25
None,Shami Kebab Chicken (4 Pcs),180,Shami Kebab Chicken (4 Pcs),Non-veg,3.8,25
None,Shami Kebab Chicken (2 Pcs),130,An exciting & classic combination of succulent chicken kebab pieces served with roti and rice.,Non-veg,3.8,25
None,Seekh Kebab Mutton,390,"Succulent kebabs made from tender meat, masalas and seasoning, put on a skewer and grilled golden.",Non-veg,3.8,25
None,Shami Kebab Mutton (4 Pcs),240,"Roasted mutton marinated in yogurt and generously spiced, giving the meat its trademark red colour. It is named for the cylindrical clay oven in which it is cooked, a tandoor.",Non-veg,3.8,25
None,Shami Kebab Mutton (2 Pcs),182,Shami Kebab Mutton (2 Pcs),Non-veg,3.8,25
None,Afghani Paneer Tikka,325,Afghani Paneer Tikka,Veg,3.8,25
None,Tandoori Chicken,273,Tandoor-cooked chicken chunks marinated in a yogurt and chiilli based masala; served with onions and chutney.,Non-veg,3.8,25
None,Chicken Tikka (6 Pcs),273,"Butter chicken or murgh makhani is a curry of chicken in a spiced tomato, butter and cream sauce.",Non-veg,3.8,25
None,Murgh Malai Tikka (6 Pcs),325,"Murgh Malai Tikkas are bite size pieces of chicken cooked in a creamy marinade with yoghurt, cheese, ginger, garlic and chilli.",Non-veg,3.8,25
None,Chicken Barra (4 Pcs),325,Succulent chicken marinated in a seasoned masala and cooked on skewers to perfection in a tandoor.,Non-veg,3.8,25
None,Chicken Afghani,377,The all time favorite delicious butter chicken with juicy chicken chunks in a creamy gravy.,Non-veg,3.8,25
None,Murgh Kali Mirch (6 Pcs),364,Murgh Kali Mirch (6 Pcs),Non-veg,3.8,25
None,Coke 300 Ml Can,50,Coke 300 Ml Can,Veg,3.8,25
None,Butter Paneer Masala,299,"Butter paneer masala is one of the most popular Indian paneer recipe made by cooking paneer in a smooth, silky, creamy & delicious flavorful curry.",Veg,3.8,25
None,Kadai Paneer,325,"A popular North-Indian main course made up with onion, capsicum and lots of paneer. The vibrant use of Indian spices makes the dish feel aromatic and awesome to taste.",Veg,3.8,25
None,Shahi Paneer,325,Shahi Paneer,Veg,3.8,25
None,Mushroom Paneer Masala,390,Mushroom Paneer Masala,Veg,3.8,25
None,Mixed Veg,325,Mixed Veg,Veg,3.8,25
None,Paneer Lababdar,325,"Delicious North-Indian style paneer gravy made with cashews, onions , tomatoes , grated paneer and paneer cubes. It tastes flavorfull, aromatic and exceptionally good.",Veg,3.8,25
None,Paneer Takatak,390,Paneer Takatak,Veg,3.8,25
None,Paneer Do Pyaza,350,Paneer Do Pyaza,Veg,3.8,25
None,Mushroom Masala,325,Mushroom Masala,Veg,3.8,25
None,Egg Curry (3 Pc),195,"Made using boiled eggs, onion, tomato paste, yogurt, ghee and spices this is recipe is perfect for keto or any meal.",Non-veg,3.8,25
None,Murgh Kali Mirch,585,Murgh Kali Mirch,Non-veg,3.8,25
None,Butter Chicken (4 Pcs),339,"The chicken is marinated a couple of times for optimal flavor and tenderness before being cooked with ginger, garlic, tomato, chicken stock, and spices.Can served for 2 person, with rice or bread.",Non-veg,3.8,25
None,Butter Chicken (2 Pcs),183,"The chicken is marinated a couple of times for optimal flavor and tenderness before being cooked with ginger, garlic, tomato, chicken stock, and spices.",Non-veg,3.8,25
None,Boneless Butter Chicken (3 Pcs),230,"The complex flavors of butter chicken arise from a combination of butter, cream, spices, and tomato. Can served for 2 person, with rice or bread.",Non-veg,3.8,25
None,Chicken Korma (4 Pcs),299,"Yoghurt and ground almonds give chicken korma its body, while a long list of tasty spices adds layers of flavor. Adjust the level of heat to suit your palate, reducing or increasing the chili powder or even swapping it for fresh, minced chili pepper.",Non-veg,3.8,25
None,Chicken Korma (2 Pcs),163,"Traditional Indian dish prepared with flavorful curry made with tomato paste,fresh chicken,plenty of spices and fresh cream.",Non-veg,3.8,25
None,Boneless Chicken Korma (3 Pcs),230,"Yogurt and ground almonds give chicken korma its body, while a long list of tasty spices adds layers of flavor. Adjust the level of heat to suit your palate, reducing or increasing the chili powder or even swapping it for fresh, minced chili pepper.",Non-veg,3.8,25
None,Kadai Chicken (4 Pcs),390,"Kadai chicken is a delicious, spicy & flavorful dish made with chicken, onions, tomatoes, ginger, garlic & fresh ground spices known as kadai masala.",Non-veg,3.8,25
None,Chicken Peshawari (4 Pcs),390,Super soft chunks of chicken are coated with a spicy and peppery masala and fried on a tawa filled with hot masala made from veggies and spices.,Non-veg,3.8,25
None,Chicken Tikka Masala (5 Pcs),390,Fire-roasted chicken skewers flavored with yogurt and spices. Served with schezwan sauce.,Non-veg,3.8,25
None,Mutton Korma (4 Pcs),455,"Yogurt and ground almonds give mutton korma its body, while a long list of tasty spices adds layers of flavor. Adjust the level of heat to suit your palate, reducing or increasing the chili powder or even swapping it for fresh, minced chili pepper.",Non-veg,3.8,25
None,Mutton Korma (2 Pcs),259,This creamy mutton dish cooked in yoghurt with an array of nuts and spices is delicious!,Non-veg,3.8,25
None,Mutton Bhuna Gosht (4 Pcs),533,Mutton pieces are cooked with lots of onion and spices until everything is nicely looked together and comes as a lip-smacking gravy.,Non-veg,3.8,25
None,Mutton Kadai Gosht (4 Pcs),533,Mutton Kadai Gosht (4 Pcs),Non-veg,3.8,25
None,Keema (Mutton),455,"Spicy hot curry prepared with minced mutton liberally seasoned with aromatic spice mix. Best pairs well with paratha, rotis or steamed rice.",Non-veg,3.8,25
None,Keema Kaleji (Mutton),455,"Spicy hot curry prepared with minced mutton liberally seasoned with aromatic spice mix. Best pairs well with paratha, rotis or steamed rice.",Non-veg,3.8,25
